id,name,latitude,longitude,street,house_number,zip,city,email,phone_number,website,acceptance_age,total_places,places_under_3,pedagogical_focus,thematic_focus,image_url,day,opening_time,closing_time,day,opening_time,closing_time,day,opening_time,closing_time,day,opening_time,closing_time,day,opening_time,closing_time
2665,EKT- Kindervilla Waldemar (Springerareal),52.50582308599582,13.395280726552347,Markgrafenstr.,15A,10969,Berlin,villa.waldemar@web.de,+49-30-25942951,,11,80,24,"[""Situationsansatz"", ""Ansatz von Emmi Pikler""]","[""Integration von Kindern mit Behinderung"", ""Naturwissenschaftliche Grunderfahrung"", ""Gesundheit"", ""Körper und Bewegung"", ""Natur- und Umweltpädagogik"", ""Interkulturelle Pädagogik""]",https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,07:00,17:00,DIENSTAG,07:00,17:00,MITTWOCH,07:00,17:00,DONNERSTAG,07:00,17:00,FREITAG,07:00,17:00
1211,Kita Oranienstraße,52.504073055401435,13.412247375021881,Oranienstr.,56,10969,Berlin,kita-oranienstrasse@pfefferwerk.de,+49-30-44383151,http://www.pfefferwerk.de,8,140,0,"[""Situationsansatz"", ""Ansatz von Emmi Pikler"", ""Inklusion / Integration , altagsintegrierte Sprachbildung""]","[""Körper und Bewegung"", ""Gesundheit"", ""Integration von Kindern mit Beeinträchtigung""]",https://kita-navigator.berlin.de/bilder/einrichtung/1211,MONTAG,07:00,17:00,DIENSTAG,07:00,17:00,MITTWOCH,07:00,17:00,DONNERSTAG,07:00,17:00,FREITAG,07:00,17:00
1583,EKT Siebenschläfer,52.49667354353493,13.410383803464544,Böcklerstr.,8,10969,Berlin,kita.siebenschlaefer@web.de,+49-30,,24,20,2,"[""Situationsansatz""]","[""Integration von Kindern mit Behinderung""]",https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,09:00,16:00,DIENSTAG,09:00,16:00,MITTWOCH,09:00,16:00,DONNERSTAG,09:00,16:00,FREITAG,09:00,16:00
980229,Axel-Springer-Straße / Grashüpfer,52.50781006183241,13.397532102919554,Axel-Springer-Str.,65,10969,Berlin,grashuepfer@familienservice.de,+49-17619945182,https://www.familienservice.de/web/wolkenzwerge-grashupfer,2,40,20,"[""Situationsansatz"", ""Ansatz von Emmi Pikler""]","[""Körper und Bewegung"", ""Interkulturelle Pädagogik"", ""Naturwissenschaftliche Grunderfahrung""]",https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,07:30,18:30,DIENSTAG,07:30,18:30,MITTWOCH,07:30,18:30,DONNERSTAG,07:30,18:30,FREITAG,07:30,18:30
29,Kita Villa Murkelmaier,52.507474493510735,13.410447915481326,Sebastianstr.,22,10179,Berlin,villamurkelmaier@gmx.de,+49-30-2792668,,12,90,25,"[""Offene-Arbeit"", ""Situationsansatz""]","[""Körper und Bewegung"", ""Naturwissenschaftliche Grunderfahrung"", ""Integration von Kindern mit Behinderung""]",https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,06:30,17:00,DIENSTAG,06:30,17:00,MITTWOCH,06:30,17:00,DONNERSTAG,06:30,17:00,FREITAG,06:30,17:00
101129,Kita Wolkenzwerge,52.50761635703859,13.394452114246263,Markgrafenstr.,20,10969,Berlin,wolkenzwerge@familienservice.de,+49-3025898744,http://www.familienservice.de/web/wolkenzwerge,2,80,35,"[""Ansatz von Emmi Pikler"", ""Tiergestützte Pädagogik""]",[],https://kita-navigator.berlin.de/bilder/einrichtung/101129,MONTAG,07:30,19:30,DIENSTAG,07:30,19:30,MITTWOCH,07:30,19:30,DONNERSTAG,07:30,19:30,FREITAG,07:30,19:30
934,Kita Wilhelmstr. 14a/Kigä City,52.50232816582662,13.38965017388409,Wilhelmstr.,14A,10963,Berlin,Kita.Wilhelmstr14@kindergaertencity.de,+49-30-50586581,http://www.kindergaerten-city.de/wilhelmstr-14-a,2,139,22,"[""Offene-Arbeit""]","[""Integration von Kindern mit Behinderung"", ""Naturwissenschaftliche Grunderfahrung"", ""Körper und Bewegung"", ""Natur- und Umweltpädagogik"", ""Interkulturelle Pädagogik""]",https://kita-navigator.berlin.de/bilder/einrichtung/934,MONTAG,06:00,17:00,DIENSTAG,06:00,17:00,MITTWOCH,06:00,17:00,DONNERSTAG,06:00,17:00,FREITAG,06:00,17:00
30,Kita Pusteblume,52.507782132751984,13.410324826315595,Sebastianstr.,23,10179,Berlin,pusteblume23@gmx.net,+49-30-2792210,http://www.gfj-berlin.de,12,86,25,"[""Situationsansatz"", ""Offene-Arbeit""]","[""Integration von Kindern mit Behinderung"", ""Körper und Bewegung"", ""Ästhetische Bildung (Musik und Kunst)""]",https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,06:30,17:00,DIENSTAG,06:30,17:00,MITTWOCH,06:30,17:00,DONNERSTAG,06:30,17:00,FREITAG,06:30,17:00
100064,Kita Trauminsel ,52.50024617926079,13.389676173916675,Wilhelmstr.,3,10963,Berlin,trauminsel.ev@hotmail.de,+49-30-25938954,,24,40,10,"[""Situationsansatz""]","[""Interkulturelle Pädagogik""]",https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,08:00,17:00,DIENSTAG,08:00,17:00,MITTWOCH,08:00,17:00,DONNERSTAG,08:00,17:00,FREITAG,08:00,17:00
935229,Blücherstraße 25,52.49347944733786,13.400144936054696,Blücherstr.,25,10961,Berlin,cho@jugendwohnen-berlin.de,+49-30-91451312,https://www.jugendwohnen-berlin.de/kindertagesstaetten/stadtteil-kita-bluecherstrasse/,12,80,17,"[""Offene-Arbeit"", ""Early Excellence""]","[""Körper und Bewegung"", ""Natur- und Umweltpädagogik"", ""Integration von Kindern mit Behinderung"", ""Naturwissenschaftliche Grunderfahrung"", ""Ästhetische Bildung (Musik und Kunst)"", ""Interkulturelle Pädagogik"", ""Gesundheit""]",https://kita-navigator.berlin.de/bilder/einrichtung/935229,MONTAG,07:30,17:00,DIENSTAG,07:30,17:00,MITTWOCH,07:30,17:00,DONNERSTAG,07:30,17:00,FREITAG,07:30,17:00
1087,Kita der Kath. Kirchengem. St. Michael,52.50437335860054,13.415198113226412,Dresdener Str.,29,10999,Berlin,kita-st.michael@gmx.de,+49-30-49807597,,14,75,23,"[""Situationsansatz""]","[""Religionspädagogik""]",https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,07:00,17:00,DIENSTAG,07:00,17:00,MITTWOCH,07:00,17:00,DONNERSTAG,07:00,17:00,FREITAG,07:00,17:00
2894,Kita Trauminsel,52.50260034647095,13.388641288500516,Wilhelmstr.,15,10963,Berlin,trauminsel.ev@hotmail.de,+49-30-25923697,,24,20,7,"[""Situationsansatz""]","[""Gesundheit"", ""Interkulturelle Pädagogik""]",https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,08:00,17:00,DIENSTAG,08:00,17:00,MITTWOCH,08:00,17:00,DONNERSTAG,08:00,17:00,FREITAG,08:00,17:00
2424,AWO Kita Löwenzahn,52.49268330416013,13.40257486553179,Baerwaldstr.,56,10961,Berlin,loewenzahn@awo-mitte.de,+49-30-2512026,,12,95,30,"[""Situationsansatz"", ""Gesundheit, Natur-und Umweltpädagogik""]","[""Natur- und Umweltpädagogik"", ""Gesundheit"", ""Integration von Kindern mit Behinderung"", ""Naturwissenschaftliche Grunderfahrung""]",https://kita-navigator.berlin.de/bilder/einrichtung/2424,MONTAG,07:00,17:00,DIENSTAG,07:00,17:00,MITTWOCH,07:00,17:00,DONNERSTAG,07:00,17:00,FREITAG,07:00,17:00
377,Kita Planufer 77/Kigä City,52.49453982329705,13.41144478608495,Planufer,77,10967,Berlin,Kita.Planufer77@kindergaertencity.de,+49-30-50586341,http://www.kindergaerten-city.de/planufer-77,18,50,20,"[""Offene-Arbeit"", ""Situationsansatz""]","[""Naturwissenschaftliche Grunderfahrung"", ""Gesundheit"", ""Körper und Bewegung"", ""Natur- und Umweltpädagogik"", ""Ästhetische Bildung (Musik und Kunst)""]",https://kita-navigator.berlin.de/bilder/einrichtung/377,MONTAG,07:30,17:00,DIENSTAG,07:30,17:00,MITTWOCH,07:30,17:00,DONNERSTAG,07:30,17:00,FREITAG,07:30,16:00
2396,INA.KINDER.Garten,52.50036958753495,13.417142468102785,Dresdener Str.,128,10999,Berlin,dresdenerstrasse@inakindergarten.de,+49-30-69503790,http://www.inakindergarten.de,3,78,20,"[""Situationsansatz""]","[""Gesundheit"", ""Interkulturelle Pädagogik""]",https://kita-navigator.berlin.de/bilder/einrichtung/2396,MONTAG,07:30,17:00,DIENSTAG,07:30,17:00,MITTWOCH,07:30,17:00,DONNERSTAG,07:30,17:00,FREITAG,07:30,17:00
385,Kita KOTTI,52.50087238832299,13.417224589850312,Dresdener Str.,14,10999,Berlin,kita.dresdener@kottiberlin.de,+49-30-6153200,http://www.kotti-berlin.de,12,38,11,"[""EEC (Early Excellence)""]","[""Sprache""]",https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,07:00,17:00,DIENSTAG,07:00,17:00,MITTWOCH,07:00,17:00,DONNERSTAG,07:00,17:00,FREITAG,07:00,17:00
737,EKT Minifee,52.49411973207805,13.411094606377407,Dieffenbachstr.,76,10967,Berlin,minifee.v@web.de,+49-30-61620677,,18,16,7,"[""Offene-Arbeit"", ""Montessori-Pädagogik"", ""Ansatz von Emmi Pikler"", ""Hengstenberg,  Malspiel nach Arno Stern""]","[""Körper und Bewegung"", ""Integration von Kindern mit Behinderung"", ""Ästhetische Bildung (Musik und Kunst)""]",https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,08:00,16:00,DIENSTAG,08:00,16:00,MITTWOCH,08:00,16:00,DONNERSTAG,08:00,16:00,FREITAG,08:00,16:00
814,Kita Spielhaus/Nachbarschaftshaus Urbanstr.,52.49296888646404,13.407618493095729,Urbanstr.,21,10961,Berlin,spielhaus@nachbarschaftshaus.de,+49-30-690497-14,,12,30,15,"[""gewaltfreie Kommunikation""]","[""Ästhetische Bildung (Musik und Kunst)""]",https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,08:00,17:00,DIENSTAG,08:00,17:00,MITTWOCH,08:00,17:00,DONNERSTAG,08:00,17:00,FREITAG,08:00,16:00
554,EKT Guten Tag Kinder,52.49324998170518,13.395947724159853,Fürbringerstr.,27,10961,Berlin,vorstand@gutentagkinder.de,+49-30-6913932,,24,14,0,"[""Situationsansatz""]","[""Körper und Bewegung"", ""Ästhetische Bildung (Musik und Kunst)""]",https://kita-navigator.berlin.de/bilder/einrichtung/554,MONTAG,08:30,16:30,DIENSTAG,08:30,16:30,MITTWOCH,08:30,16:30,DONNERSTAG,08:30,16:30,FREITAG,08:30,16:30
2406,Kita Planufer 81/Kigä City,52.4946989779101,13.41265140255802,Planufer,81,10967,Berlin,Kita.planufer81@kindergaertencity.de,+49-30-50586501,http://www.kindergaerten-city.de/planufer-81,2,126,28,"[""Situationsansatz"", ""Offene-Arbeit""]","[""Natur- und Umweltpädagogik""]",https://kita-navigator.berlin.de/bilder/einrichtung/2406,MONTAG,06:00,17:00,DIENSTAG,06:00,17:00,MITTWOCH,06:00,17:00,DONNERSTAG,06:00,17:00,FREITAG,06:00,16:00
600,Kita Leuschnerdamm 33,52.50341184402548,13.417252705176448,Leuschnerdamm,33,10999,Berlin,Kita.Leuschnerdamm33@kindergaertencity.de,+49-30-50586290,http://www.kindergaerten-city.de/leuschnerdamm-33,12,117,33,"[""Situationsansatz"", ""Offene-Arbeit""]","[""Naturwissenschaftliche Grunderfahrung"", ""Körper und Bewegung""]",https://kita-navigator.berlin.de/bilder/einrichtung/600,MONTAG,07:00,17:00,DIENSTAG,07:00,17:00,MITTWOCH,07:00,17:00,DONNERSTAG,07:00,17:00,FREITAG,07:00,16:00
259129,Kita Bienchen,52.502689904791325,13.38755951221371,Hedemannstr.,7,10963,Berlin,kita.bienchen@googlemail.com,+49-3066774910,http://bilingua.org/kita-bienchen-1,18,24,12,"[""bilingual (deutsch-russisch)""]","[""Interkulturelle Pädagogik"", ""bilingual (deutsch-russisch)""]",https://kita-navigator.berlin.de/bilder/einrichtung/259129,MONTAG,08:00,17:00,DIENSTAG,08:00,17:00,MITTWOCH,08:00,17:00,DONNERSTAG,08:00,17:00,FREITAG,08:00,17:00
2519,Kita Umka,52.510196736050545,13.397630949267896,Leipziger Str.,47,10117,Berlin,umka@mitra-ev.de,+49-176-83176995,http://www.mitra-kindergarten.de,24,64,20,"[""bilingual (deutsch-russisch)""]","[""Naturwissenschaftliche Grunderfahrung"", ""Theaterpädagogik"", ""Körper und Bewegung"", ""Natur- und Umweltpädagogik"", ""Gesundheit"", ""Ästhetische Bildung (Musik und Kunst)"", ""Interkulturelle Pädagogik"", ""Bilingualität \""Deutsch-Russisch\""""]",https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,07:30,18:00,DIENSTAG,07:30,18:00,MITTWOCH,07:30,18:00,DONNERSTAG,07:30,18:00,FREITAG,07:30,18:00
2797,Kita Lingulino,52.494178164381154,13.3931209901641,Solmsstr.,1,10961,Berlin,k.strauch@awo-spree-wuhle.de,+49-30-36447001,,12,131,41,"[""Offene-Arbeit"", ""Situationsansatz""]","[""Integration von Kindern mit Behinderung"", ""Körper und Bewegung"", ""Interkulturelle Pädagogik"", ""Ästhetische Bildung (Musik und Kunst)"", ""Sprachliche Bildung im Alltag""]",https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,07:00,17:00,DIENSTAG,07:00,17:00,MITTWOCH,07:00,17:00,DONNERSTAG,07:00,17:00,FREITAG,07:00,17:00
1086,Ev. Kita Melanchthon,52.4947782574821,13.413735689418196,Planufer,84,10967,Berlin,melanchthon-kita@evkvbmn.de,+49-30-6919268,http://evkvbmn.de,12,50,0,"[""Situationsansatz"", ""Altersmischung""]","[""Integration von Kindern mit Behinderung"", ""Religionspädagogik"", ""Projektarbeit""]",https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,06:30,17:00,DIENSTAG,06:30,17:00,MITTWOCH,06:30,17:00,DONNERSTAG,06:30,17:00,FREITAG,06:30,16:00
223129,Kita Stresemannstraße,52.5005656110396,13.386856407563734,Stresemannstr.,35,10963,Berlin,m-albayrak@web.de,+49-30-2510107,,36,13,0,"[""Montessori-Pädagogik""]","[""Integration von Kindern mit Behinderung"", ""Interkulturelle Pädagogik""]",https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,07:30,16:40,DIENSTAG,07:30,16:30,MITTWOCH,07:30,16:30,DONNERSTAG,07:30,16:40,FREITAG,07:30,16:30
2390,Kita Baerwaldstr. 18/Kigä City,52.49182999513959,13.400973712084804,Baerwaldstr.,18,10961,Berlin,Kita.Baerwaldstr18@kindergaertencity.de,+49-30-32598128,http://www.kindergaerten-city.de/baerwaldstr-18,6,185,50,"[""Offene-Arbeit"", ""Situationsansatz"", ""interkulturelle/vorurteilsbewusste Erziehung""]","[""Theaterpädagogik"", ""Körper und Bewegung"", ""Interkulturelle Pädagogik"", ""Naturwissenschaftliche Grunderfahrung""]",https://kita-navigator.berlin.de/bilder/einrichtung/2390,MONTAG,06:00,18:00,DIENSTAG,06:00,18:00,MITTWOCH,06:00,18:00,DONNERSTAG,06:00,18:00,FREITAG,06:00,18:00
649,EKT Springteufel,52.49239032735713,13.396934997608522,Mittenwalder Str.,47,10961,Berlin,kontakt@springteufel-berlin.de,+49-30-6938943,http://www.springteufel-berlin.de,36,14,0,"[""Situationsansatz""]",[],https://kita-navigator.berlin.de/bilder/einrichtung/649,MONTAG,08:30,17:00,DIENSTAG,08:30,17:00,MITTWOCH,08:30,17:00,DONNERSTAG,08:30,17:00,FREITAG,08:30,17:00
375,Kita Kochstr. 8/Kigä City,52.50558279449096,13.387988495378103,Kochstr.,8,10969,Berlin,kita.kochstr8@kindergaertencity.de,+49-30-34620291,http://www.kindergaerten-city.de/kochstr-8,2,185,50,"[""Offene-Arbeit"", ""Ansatz von Emmi Pikler""]","[""Interkulturelle Pädagogik""]",https://kita-navigator.berlin.de/bilder/einrichtung/375,MONTAG,06:00,17:30,DIENSTAG,06:00,17:30,MITTWOCH,06:00,17:30,DONNERSTAG,06:00,17:30,FREITAG,06:00,17:30
954,Kita Till Eulenspiegel-Kette ,52.495731845202585,13.41558696492681,Admiralstr.,20,10999,Berlin,kinderladen@tek-admiral.de,+49-30-6157697,http://www.tilleulenspiegelkette.de,12,15,5,"[""Situationsansatz""]","[""Interkulturelle Pädagogik""]",https://kita-navigator.berlin.de/bilder/einrichtung/954,MONTAG,07:30,16:30,DIENSTAG,07:30,16:30,MITTWOCH,07:30,16:30,DONNERSTAG,07:30,16:30,FREITAG,07:30,16:30
2941,Musikkindergarten Berlin,52.50998569509939,13.394267019648087,Leipziger Str.,41,10117,Berlin,leitung@musikkinder-berlin.de,+49-30-70084892,http://www.musikkindergarten-berlin.de,12,135,16,"[""Mischung: von allen Ansätzen das beste""]","[""Theaterpädagogik"", ""Körper und Bewegung"", ""Ästhetische Bildung (Musik und Kunst)"", ""Interkulturelle Pädagogik""]",https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,07:30,18:00,DIENSTAG,07:30,18:00,MITTWOCH,07:30,18:00,DONNERSTAG,07:30,18:00,FREITAG,07:30,18:00
2397,Kindertagesstätte Fontanepromenade 14,52.492007419242675,13.407528024373848,Fontanepromenade,14,10967,Berlin,kita.fontanepromenade@diakonie-stadtmitte.de,+49-30,http://www.diakonie-stadtmitte.de,12,200,60,"[""Situationsansatz""]","[""Körper und Bewegung""]",https://kita-navigator.berlin.de/bilder/einrichtung/2397,MONTAG,07:00,17:00,DIENSTAG,07:00,17:00,MITTWOCH,07:00,17:00,DONNERSTAG,07:00,17:00,FREITAG,07:00,16:00
299,EKT Optimisten,52.494548617246465,13.414244803620985,Grimmstr.,1A,10967,Berlin,optimisten@posteo.de,+49-1704983820,https://kinderladen-optimisten.de/,12,13,4,"[""Montessori-Pädagogik"", ""Situationsansatz""]","[""Körper und Bewegung"", ""Natur- und Umweltpädagogik"", ""Ästhetische Bildung (Musik und Kunst)"", ""Gesundheit""]",https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,08:00,16:00,DIENSTAG,08:00,16:00,MITTWOCH,08:00,16:00,DONNERSTAG,08:00,16:00,FREITAG,08:00,16:00
967,EKT - Nasreddin,52.50034801338413,13.386064380862244,Großbeerenstr.,94,10963,Berlin,m-albayrak@web.de,+49-30-2510107,,12,22,8,"[""Montessori-Pädagogik""]","[""Integration von Kindern mit Behinderung""]",https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,07:30,16:45,DIENSTAG,07:30,16:30,MITTWOCH,07:30,16:40,DONNERSTAG,07:30,16:40,FREITAG,07:30,16:30
882229,Kita Blücherstraße 33,52.49130695201764,13.403654359396175,Blücherstr.,33,10961,Berlin,info@ustun-bildungsstaette.de,+49-3055064645,http://www.ustun-bildungsstaette.de,12,28,10,"[""Reggio-Pädagogik"", ""Situationsansatz""]","[""Interkulturelle Pädagogik""]",https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,07:00,17:30,DIENSTAG,07:00,17:30,MITTWOCH,07:00,17:30,DONNERSTAG,07:00,17:30,FREITAG,07:00,17:30
938,Kita KOTTI,52.50172530338354,13.419418670068742,Adalbertstr.,88,10997,Berlin,kita.adalbert@kottiberlin.de,+49-30-6155706,http://www.kotti-berlin.de,24,24,0,"[""EEC (Early Excellence)""]","[""Sprache""]",https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,07:00,17:00,DIENSTAG,07:00,17:00,MITTWOCH,07:00,17:00,DONNERSTAG,07:00,17:00,FREITAG,07:00,17:00
1516,Kita KOTTI Adalbertstraße 87,52.50186960942672,13.419519573009236,Adalbertstr.,87,10997,Berlin,kita.adalbert@kottiberlin.de,+49-30-6155706,http://www.kotti-berlin.de,12,26,20,"[""EEC (Early Excellence)""]","[""Sprache""]",https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,07:00,17:00,DIENSTAG,07:00,17:00,MITTWOCH,07:00,17:00,DONNERSTAG,07:00,17:00,FREITAG,07:00,17:00
411129,Kita im tam.,52.50422101052358,13.38597112480255,Wilhelmstr.,116,10963,Berlin,a.neumann@diakonie-stadtmitte.de,+49-30-23005540,http://www.diakonie-stadtmitte.de,6,115,20,"[""Early Excellence""]","[""Integration von Kindern mit Behinderung"", ""Interkulturelle Pädagogik"", ""Sprachförderung""]",https://kita-navigator.berlin.de/bilder/einrichtung/411129,MONTAG,07:30,17:00,DIENSTAG,07:30,17:00,MITTWOCH,07:30,17:00,DONNERSTAG,07:30,17:00,FREITAG,07:30,17:00
